team,season,xgf60,xga60,ev_xgf60,ev_xga60,pp_xgf60,pp_xga60,pk_xgf60,pk_xga60,hdf,hda,hdf_percent,xgoals_percentage,corsi_percentage,fenwick_percentage,penalties_drawn_per60,penalties_taken_per60,penalty_diff,gsa_per60,save_percent,hd_save_percent
NYI,2016,2.7604053334761662,2.8418737467234876,2.32762279553456,2.4467554008895105,6.37403109879269,0.9690421383943252,0.8893817085070522,6.822851060054998,83.13,71.42,0.5378841798770624,0.49,0.48,0.48,3.314173615830368,3.3503282370939718,-0.036154621263603914,-0.0263928735224309,0.9090214067278287,0.6218905472636815
FLA,2016,2.70737503578014,2.839658374549836,2.2103620236781,2.45353839125966,7.090326409495549,1.016973293768546,0.8392993145468393,5.937547600913938,69.36,81.95,0.4583966690899478,0.49,0.52,0.51,3.9661037257943192,4.157818709518516,-0.19171498372419649,0.07177329703174624,0.9110169491525424,0.6578947368421053
CBJ,2016,2.8346675341487217,2.7427904527786815,2.425282775451845,2.35191933966334,6.949000487567041,0.7319356411506582,0.92169900936355,5.98127289998643,77.1,71.23,0.5197869615047529,0.51,0.5,0.5,3.549521934663845,3.4529363037886385,0.09658563087520644,0.4126621079143206,0.9224588188027321,0.6995305164319249
EDM,2016,3.015457565992687,2.8306880603743343,2.5080235418057844,2.4190325296657447,7.706456025771149,0.7704867393318918,0.7291226722979459,6.9456709541178725,88.68,77.26,0.534410027720863,0.52,0.5,0.51,3.462174210675705,3.570367154759321,-0.10819294408361602,0.34225034645117125,0.9144274493592394,0.7013574660633484
SJS,2016,2.861055435235879,2.7037893972208398,2.4903547759583784,2.2903106216181315,5.695379055158765,0.8348679115394544,0.6045411542100284,6.384295175023651,75.35,73.56,0.506010341817205,0.51,0.51,0.52,3.0024616957451675,3.474623010801867,-0.47216131505669967,0.28244932000699513,0.9118554429263993,0.6584158415841583
BUF,2016,2.6070995115199054,2.948694544469743,2.1907774371650905,2.4038835267236403,6.955368575086885,0.7687945856959941,0.530214424951267,7.8502923976608185,62.71,77.21,0.4481846769582619,0.47,0.47,0.47,3.3942846825882422,3.4905764466332987,-0.09629176404505646,0.16826985766873614,0.91796875,0.602803738317757
ARI,2016,2.430189839777768,3.247553878193664,2.0704390761343117,2.8249378070186517,5.739787353105763,0.7336317851147174,1.2364760432766615,8.051004636785162,61.12,88.72,0.4079017618793379,0.43,0.45,0.44,3.8389153158814895,3.4538203625642243,0.3850949533172652,0.14272581707321166,0.9077583124776546,0.6679841897233201
VAN,2016,2.3908184474500707,2.9361689309274936,2.0837839482384437,2.458073545220372,5.128694978701433,0.7837872724925777,0.5623174971031286,6.671054461181924,59.46,81.01,0.42329322987114687,0.45,0.48,0.47,3.036418953519896,3.120763924451005,-0.0843449709311086,0.032292074585052954,0.9075920245398773,0.6244343891402715
PHI,2016,2.9361982546877807,2.6760788385885736,2.280256152561941,2.3526167595538094,8.289289600497435,0.846416912793409,0.5427811928891842,5.169131084897823,82.29,71.48,0.535149899200104,0.52,0.52,0.53,3.7622062024482297,4.121652654911436,-0.3594464524632066,-0.09165884537811778,0.9010282776349614,0.6086956521739131
TOR,2016,3.2169107949556093,3.1307274433140453,2.674261179973515,2.6015677049490455,8.461882205737778,0.9587988202699079,0.910497052798796,7.4630659253375695,83.65,89.53,0.48302344381568313,0.51,0.5,0.5,3.7502378956998474,3.7382179024443993,0.012019993255448114,0.31804902153915987,0.9124579124579124,0.6788617886178862
OTT,2016,2.600546661460367,2.564743339440723,2.2081703552817387,2.2621561840016997,5.598674990444643,0.8653331634603134,0.8179729384733214,6.053612458514169,75.0,58.86,0.5602868668758404,0.5,0.49,0.49,4.024870092812303,4.072928243174241,-0.04805815036193817,0.04169044543898116,0.9148763680583705,0.6795580110497237
MIN,2017,2.871096888222377,2.5671763697713033,2.3694479794064858,2.0887494248490097,6.8,0.592,0.6323570321503795,5.236259587489568,82.35,63.93,0.5629614438063987,0.53,0.47,0.48,3.6513845000267793,3.3139628300573083,0.337421669969471,-0.19245085962187347,0.9108602569093033,0.5909090909090908
DAL,2017,2.816179447457616,2.599605852653134,2.3566560481261027,2.0749051311664743,6.744806987373852,0.6891433226229806,0.8704851141000454,6.392625056672208,78.02,74.61,0.5111708052152264,0.52,0.51,0.51,4.011068246378897,3.6135749967377446,0.39749324964115207,-0.07443964493279763,0.9092766653044544,0.6464646464646464
NYI,2017,2.747966609589041,3.1071141909246576,2.319712120403918,2.6358216426698617,6.373176865046102,1.0984073763621123,0.8108906900720971,7.262549818637768,67.88,81.89,0.4532282833678307,0.47,0.47,0.47,3.166470462328767,3.262788955479452,-0.09631849315068486,-0.4205506207191782,0.8995887594242632,0.5458515283842795
NJD,2017,2.709950232138682,2.731954975116069,2.406027061807369,2.3692949687027576,5.59952776489438,0.827254711810094,1.285141862630024,5.6141174565912495,67.22,62.59,0.5178337570295046,0.5,0.49,0.49,3.475065967467183,3.5111393166104414,-0.036073349143258326,-0.15391295634456742,0.908256880733945,0.6557377049180328
NSH,2017,2.832414006611163,2.776209133791166,2.3754955076787843,2.317987034391825,5.587838948233361,0.819391947411668,0.8320948842526437,5.849099742783652,76.4,72.92,0.5116528261451916,0.51,0.51,0.51,4.134473586972081,3.978681828622408,0.15579175834967263,0.3314769258424572,0.9233082706766917,0.6780487804878048
TBL,2017,3.095670334966664,2.8408305888023135,2.6116200212561362,2.3658079862341213,7.6092619392185235,0.6193921852387844,0.7325277189485486,7.237074872305968,77.25,77.03,0.5007129893699767,0.52,0.51,0.51,3.9400755080729377,4.012370471523817,-0.07229496345087938,0.0213270142180096,0.9127841967946329,0.6308411214953271
FLA,2017,2.9833887488604063,3.0140371105271626,2.4292642161641997,2.5603909999113665,7.402846795249726,0.7640865830034532,1.1798492510256655,7.075660719397004,78.13,78.98,0.49729488893132195,0.5,0.5,0.5,3.873277202767201,4.0301388963372125,-0.15686169357001134,0.08193006918002886,0.9144064811553364,0.6547085201793722
TOR,2017,3.240643533755451,2.970118783099721,2.6552815497644597,2.5829353424077977,9.460477532255673,0.8435414503930001,0.5823741167059242,6.206124172259011,82.87,71.9,0.5354396846934161,0.52,0.5,0.49,3.055281754849057,3.079339091501412,-0.024057336652354877,0.2035250680789213,0.9171469740634006,0.625615763546798
BOS,2017,3.0322938897846403,2.589612700791458,2.548398311398063,2.15147752669481,7.056784417299439,1.1632551997358864,0.7473626233953311,6.093293225437445,83.76,65.86,0.5598182061221761,0.54,0.53,0.53,3.6127409330237974,3.7090806912377654,-0.09633975821396801,0.0486515778980537,0.9120833333333334,0.6263736263736264
NYR,2017,2.71147705592931,3.0025906215483484,2.3168916423911705,2.585565995158577,5.633093525179856,0.6616950342165293,0.7898668956633749,6.577071704594246,70.21,81.08,0.46407561636591976,0.47,0.47,0.47,3.3979315192288384,3.2894868962747266,0.10844462295411184,-0.16640224922180943,0.9092790617454295,0.6583333333333333
MTL,2017,2.9177758960576474,2.910185051927666,2.4377182481328523,2.3400425001346252,6.6603146853146855,0.9881118881118881,0.8760900425877104,7.137213546947881,86.21,78.11,0.5246470301850048,0.5,0.5,0.5,3.699030393498917,3.4219043379599103,0.2771260555390067,-0.1984463536838018,0.9026415094339623,0.6289592760180995
OTT,2017,2.501671659355943,3.020420990692201,2.147540512702666,2.5437504360065493,4.860030065141139,0.8899281777183898,0.7576220883172947,7.40300386725425,62.89,87.51,0.41815159574468086,0.45,0.48,0.48,3.2256338932277737,3.430244998395207,-0.2046111051674333,-0.39778806034021624,0.8952802359882006,0.6255144032921811
CGY,2017,3.1552714371778565,2.8898319833991564,2.678235743744383,2.353775209360537,7.511589735377718,0.8301373153448897,0.9357103415634613,6.845310404669875,88.92,80.46,0.5249734325185973,0.52,0.53,0.53,4.108708748912243,4.108708748912243,0.0,-0.03807483767320432,0.9048551292090838,0.651063829787234
STL,2017,2.6296708901535486,2.5745865993772146,2.236382815893437,2.0722692204273274,5.33099209833187,0.7615702997616958,0.708060801473975,5.878397052049747,70.26,74.01,0.48700353503846955,0.51,0.52,0.53,3.1649307419735853,3.370288843552024,-0.20535810157843892,-0.1071486094706325,0.9089417555373257,0.6536585365853659
WPG,2017,2.886806654378435,2.6199357042260587,2.411040781719582,2.148117056463122,6.566647896388062,0.7196524816989783,0.6456461109389526,6.753486210102262,82.67,66.8,0.5530875761022279,0.52,0.5,0.5,3.5887880480779843,3.576745135164971,0.012042912913013293,0.018666515015170863,0.9173363949483353,0.6783919597989949
BUF,2017,2.507220833528793,3.0292921237627413,2.0041434740284054,2.3712153358460424,6.143928389148443,0.7660476620470339,1.0600112170499159,7.0145821648906335,62.84,89.67,0.4120385548488624,0.45,0.49,0.49,3.2207263052787476,3.449916566703078,-0.2291902614243302,-0.32412328023535564,0.8963846440551622,0.5895196506550218
PIT,2017,3.0553830974666,2.8652220458488684,2.646067133849576,2.451589704136074,6.65532409328575,1.2354552244999586,0.49800911292639877,6.146053117688108,77.48,76.55,0.5030188924235539,0.52,0.52,0.52,3.817718698297531,3.7210675920115177,0.09665110628601337,-0.13096224901754827,0.9028593811202507,0.6118721461187215
ANA,2017,2.795304842089832,2.8784263291341676,2.2692234385488055,2.3895983359989392,6.71915761514016,0.9049945453683063,1.051792828685259,5.743691899070385,80.21,73.61,0.5214536471200104,0.49,0.48,0.48,3.9581660497302917,3.238499495233875,0.7196665544964169,0.37158783097164966,0.9230769230769231,0.6711711711711712
COL,2017,2.605828751456852,2.836170905952017,2.095272010318457,2.406545445070288,5.983900397123538,0.803692175593002,0.6609735269000854,6.158372797143079,73.71,70.87,0.5098215520818924,0.48,0.47,0.47,3.6637098588994763,3.9297217958492734,-0.2660119369497971,-0.017411690418532137,0.9136163982430454,0.6763285024154589
PHI,2017,3.018221479532105,2.811931516855619,2.379754124319811,2.3430331796438955,7.132240791822165,0.9243874736329709,0.8070193234264847,6.441547902824974,90.21,74.92,0.5462968570217405,0.52,0.51,0.51,3.2540500515324653,3.7583677716961685,-0.5043177201637032,-0.021853767873760387,0.9035947712418301,0.6121495327102804
VAN,2017,2.556493587015172,2.8572788299444665,2.0934693708951215,2.4241893510677848,7.338237932890723,1.1546743226269514,0.9820520965692503,6.000952986022872,68.71,71.19,0.49113652609006436,0.47,0.48,0.48,3.498905754091273,3.221406332215069,0.27749942187620436,-0.2676059642267051,0.9020423600605144,0.635
EDM,2017,3.015271879646871,3.016598121826731,2.6479109601474855,2.5228711237691064,5.543913565426171,0.8315006002400961,1.2273796046329357,7.621353304885483,74.16,86.64,0.4611940298507462,0.5,0.51,0.51,3.460286414725307,3.0262435194984394,0.43404289522686756,-0.1422696156576957,0.9006069802731411,0.6569037656903766
CBJ,2017,2.892722019444426,2.844678139367289,2.6732910244786945,2.4807978241160473,4.6688653177645065,0.7990016935555754,1.0143073392255482,6.143854680404317,66.39,72.71,0.4772825305535586,0.5,0.51,0.52,2.83458892455109,3.1708960850910497,-0.3363071605399597,0.13019891500904163,0.911993769470405,0.6820276497695852
DET,2017,2.6036497888178816,2.9034180402700724,2.288195165726346,2.4610923231601425,5.042833989349386,0.7868488075943505,1.0809909083326383,6.068562849278505,59.24,79.24,0.42778740612362803,0.47,0.49,0.49,3.515354595342958,3.2625379977326765,0.2528165976102814,-0.15445890225428147,0.902793723689246,0.6533333333333333
LAK,2017,2.6684283941408067,2.844966867258295,2.2114826308939834,2.3969366302933226,6.496738031792704,0.8418634567674355,0.8710140306122449,6.355389030612245,63.03,81.11,0.4372831968919107,0.48,0.5,0.5,3.7330782173548,3.347728207821401,0.3853500095333988,0.41244493207871574,0.920378399684667,0.7184873949579832
WSH,2017,2.7434222427689896,3.0322606580772247,2.297913779542305,2.595453013221469,6.781950142000631,0.6832258937023847,0.8095740936290039,6.606124604012671,73.5,80.7,0.4766536964980545,0.47,0.48,0.47,3.823038732889791,3.485357078249683,0.3376816546401078,0.1619665936363089,0.9089169536930731,0.6491228070175439
ARI,2017,2.7202080312046806,3.1268290243536527,2.2311295861783402,2.495498055517216,7.065826518300041,0.9733208204853198,0.6188520676153185,7.830197688854932,74.7,90.58,0.4519603097773475,0.47,0.49,0.47,3.216482472370856,3.4685202780417064,-0.25203780567085055,0.11437715657348568,0.9050321604237609,0.6747967479674797
CAR,2017,3.09324662029928,2.5628518953421855,2.5306551620347144,2.2679963880806664,7.532302949865136,0.7937663227298026,0.7458424323870317,6.047371073408366,73.73,62.53,0.541097901071481,0.55,0.55,0.54,2.6134344985397284,3.0831300996597717,-0.46969560112004327,-0.48414777346219845,0.8931587837837838,0.550561797752809
SJS,2017,2.895664993999124,2.65315605954741,2.4619320557919853,2.328946397382598,6.118931934471342,1.0046007653609665,0.8138801261829653,5.834815027244049,78.59,64.7,0.5484681415311605,0.52,0.52,0.52,3.0208308956516214,3.430027112592479,-0.4091962169408574,-0.06679526482416946,0.9092004821213339,0.6458333333333333
CHI,2017,2.9092080623401726,2.9733604494291526,2.5072833758822646,2.544826550533113,5.595485462291651,0.9754092234098214,0.8538451093106414,6.848685103879057,80.45,74.31,0.5198371672266736,0.49,0.52,0.51,3.2619857841854096,3.6485915067555323,-0.3866057225701227,-0.09532247347119568,0.9058212829069336,0.7027027027027026
VGK,2017,2.974196114875594,2.736756245382612,2.4357317888171086,2.408108710180441,6.445766358688774,0.6758638147069991,0.9523386092833007,6.117375066690379,81.24,66.22,0.5509290655092907,0.52,0.52,0.52,3.1289592533286976,3.177097087995293,-0.04813783466659549,0.02900304538662366,0.910820451843044,0.6730769230769231
VGK,2018,3.3072174371830587,2.6892539931646566,2.946270823079939,2.4088789529442187,6.5851301780441975,0.8648116668157824,1.3782940830809567,5.793066039868011,93.46,75.61,0.552788785710061,0.55,0.55,0.54,,,,-0.06907931216415587,0.9049604001667362,0.6441441441441442
FLA,2018,2.7889876447721984,2.8545176927128826,2.249777293873107,2.479164604572899,6.6999800439034125,1.3391339054081022,1.0716119828815978,4.358345221112696,73.05,81.74,0.47192971122165517,0.49,0.51,0.51,,,,-0.42198470432132923,0.8913649025069638,0.6260504201680672
STL,2018,2.887140758685534,2.523839001000472,2.50646652817798,2.166320444950747,6.523839681534425,0.6921197864833077,0.7429019897511657,6.112737177415632,77.91,66.24,0.5404786680541104,0.53,0.52,0.52,,,,-0.12624013330701087,0.9053356282271945,0.625
CBJ,2018,2.8732894803250284,2.7630625325953466,2.5807397631878,2.4365995820961177,4.774417859920399,0.8695731735212041,0.9654950016123831,5.380844888745566,77.89,75.05,0.5092846868052832,0.51,0.51,0.52,,,,-0.03500614054272287,0.9044665012406948,0.7380952380952381
PIT,2018,3.1178560674495635,2.819753086419753,2.5851459732986157,2.3885333890123928,7.931939437635184,1.0693583273251621,1.2523920111472364,5.830562006502554,89.53,76.46,0.5393698415567203,0.53,0.49,0.5,,,,-0.04685335742246295,0.9126925898752751,0.6666666666666667
VAN,2018,2.4246867909966134,2.783252050911849,2.105714285714286,2.4918796992481203,4.799140708915145,1.084138918725385,0.7245301887578649,5.6807366973623905,64.47,72.2,0.47172020194629394,0.47,0.48,0.49,,,,-0.18682759033659566,0.9044315992292871,0.6697247706422018
TBL,2018,3.2390770281215904,2.769759082115579,2.7332940085952644,2.4338754529367153,7.58603688867368,0.8937799885548268,0.8544082172593572,5.8842113454205895,94.23,67.65,0.5820978502594515,0.54,0.5,0.5,,,,0.10687676973230607,0.9160971905846621,0.6859903381642511
NYR,2018,2.6132775410529683,2.958572232901676,2.2059220436209066,2.4287724655923077,6.489950808151792,0.6105411103302881,0.8891305192031378,6.5971806920119604,74.36,78.24,0.48728702490170384,0.47,0.46,0.46,,,,-0.24370920939096008,0.9036796536796536,0.6454545454545455
BOS,2018,2.888071381750565,2.6555857290008427,2.4156775744130154,2.1756332039193937,6.9154458523717555,1.7551462621885157,0.9348755569557586,6.111526171294837,70.61,70.99,0.49865819209039547,0.52,0.53,0.53,,,,0.10317980549275606,0.9122516556291391,0.6467661691542288
NYI,2018,2.750540151844543,2.660476939028061,2.3621666714610363,2.298108415762243,6.2471670443940805,0.6351153179576057,0.6562063072860028,7.333851172906633,73.78,70.8,0.5103057131000139,0.51,0.48,0.48,,,,0.3607344727248404,0.9246250986582478,0.6787564766839378
ARI,2018,2.836668105655225,2.7052315600309216,2.3417525045858616,2.40151395678915,6.312062716007755,0.925566888645368,1.234763596611096,4.984968570647718,84.79,69.42,0.5498346410738604,0.51,0.49,0.5,,,,0.05481542461875183,0.9128367670364501,0.6941747572815534
WPG,2018,2.754724832214765,2.941731543624161,2.2803228392393216,2.52826941883061,7.026869758685606,0.8579496833818244,0.8137059497052712,6.825664730079301,76.83,84.62,0.4758748838649737,0.48,0.49,0.49,,,,0.006161073825503246,0.9111842105263158,0.6759999999999999
CAR,2018,3.4710547104798724,2.729694932347256,2.932554046425132,2.367233420781722,7.064507518462497,0.989767772933535,1.0648317769536662,5.8437067155176265,98.19,72.63,0.5748155953635405,0.56,0.55,0.55,,,,0.05518446928313306,0.905595899188381,0.6714975845410628
MIN,2018,2.811054527887925,2.5551418047140757,2.536109008327025,2.1270249810749435,5.21473354231975,0.48746081504702193,0.43206448723690105,6.074697716077027,80.03,68.77,0.5378360215053763,0.52,0.5,0.51,,,,-0.25881121555524256,0.9033996683250415,0.5852272727272727
TOR,2018,3.2487007966654335,2.965652626979058,2.7563480438287113,2.7008174922055925,7.922404478931343,1.097927512032217,0.9406508013598834,5.304711024769306,85.76,74.46,0.5352640119835227,0.52,0.52,0.51,,,,-0.04755790110591961,0.908321060382916,0.6359447004608295
